Voucher #,Date,Contact ID,Vendor,Terms,Due Date,Responsible,Ref #,P.O. #,Receipt,Other 1,Line,Item ID,Description,Quantity,U/M,Price,Tax,Amount,Taxes,Total,Currency,Exchange rate,Total base,Account,Group,Tag,Memo,Inventory Location,Comments,Attachments,Approvers,Status,Approval Status,Transfer Status,Created by,Date created,Last Modified by,Date Last Modified
U026426,8/19/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/18/2022,Accounts Payable Accounts Payable,4839-RO-116296,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,472,Yes,472,36.58,508.58,None,1,508.58,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4839 - Trailer 4839,,,"Replace two leaking air bags on the rear L.side and 
R.side Replace the damaged plastic scuff on both sides Replace the broken wood floor 3' Replace two broken side hinges on the roll up door and two rollers
",United Lift - Invoice # U026426 - 08-19-22.pdf (https://secure.spendwise.com/attachments/oSKTQGDGczTLcdRiflBAhoNbFs),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Robert Ortega,9/1/2022
U026426,8/19/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/18/2022,Accounts Payable Accounts Payable,4839-RO-116296,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,440,Yes,440,34.1,474.1,None,1,474.1,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4839 - Trailer 4839,,,"Replace two leaking air bags on the rear L.side and 
R.side Replace the damaged plastic scuff on both sides Replace the broken wood floor 3' Replace two broken side hinges on the roll up door and two rollers
",United Lift - Invoice # U026426 - 08-19-22.pdf (https://secure.spendwise.com/attachments/oSKTQGDGczTLcdRiflBAhoNbFs),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Robert Ortega,9/1/2022
U026426,8/19/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/18/2022,Accounts Payable Accounts Payable,4839-RO-116296,,,,4,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,45,Yes,45,3.4875,48.4875,None,1,48.4875,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4839 - Trailer 4839,,,"Replace two leaking air bags on the rear L.side and 
R.side Replace the damaged plastic scuff on both sides Replace the broken wood floor 3' Replace two broken side hinges on the roll up door and two rollers
",United Lift - Invoice # U026426 - 08-19-22.pdf (https://secure.spendwise.com/attachments/oSKTQGDGczTLcdRiflBAhoNbFs),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Robert Ortega,9/1/2022
U026426,8/19/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/18/2022,Accounts Payable Accounts Payable,4839-RO-116296,,,,5,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,18,Yes,18,1.395,19.395,None,1,19.395,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4839 - Trailer 4839,,,"Replace two leaking air bags on the rear L.side and 
R.side Replace the damaged plastic scuff on both sides Replace the broken wood floor 3' Replace two broken side hinges on the roll up door and two rollers
",United Lift - Invoice # U026426 - 08-19-22.pdf (https://secure.spendwise.com/attachments/oSKTQGDGczTLcdRiflBAhoNbFs),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Robert Ortega,9/1/2022
U026426,8/19/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/18/2022,Accounts Payable Accounts Payable,4839-RO-116296,,,,6,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,35,Yes,35,2.7125,37.7125,None,1,37.7125,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4839 - Trailer 4839,,,"Replace two leaking air bags on the rear L.side and 
R.side Replace the damaged plastic scuff on both sides Replace the broken wood floor 3' Replace two broken side hinges on the roll up door and two rollers
",United Lift - Invoice # U026426 - 08-19-22.pdf (https://secure.spendwise.com/attachments/oSKTQGDGczTLcdRiflBAhoNbFs),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Robert Ortega,9/1/2022
452137,8/19/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/18/2022,Accounts Payable Accounts Payable,9278,,,,1,Fuel-Propane,Fuel-Propane,320,gal,1.79,Yes,572.8,44.392,617.192,None,1,617.192,51920 - Fuel / Propane,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Globe Gas - Invoice # 452137 - 08-19-22.pdf (https://secure.spendwise.com/attachments/iJWIkwBYNyVTGebGfYUaHkQkwE),Carlos Garcia (08/31/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Accounts Payable Accounts Payable,8/31/2022
452137,8/19/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/18/2022,Accounts Payable Accounts Payable,9278,,,,2,Fuel-Propane,Fuel-Propane,1,Fees,8.49,Yes,8.49,0.657975,9.147975,None,1,9.147975,51920 - Fuel / Propane,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Globe Gas - Invoice # 452137 - 08-19-22.pdf (https://secure.spendwise.com/attachments/iJWIkwBYNyVTGebGfYUaHkQkwE),Carlos Garcia (08/31/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Accounts Payable Accounts Payable,8/31/2022
6891,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5317-RO-116284,,,,1,Tires / Transportation,Tires / Transportation,2,Labor - Hours,65,No,130,,130,None,1,130,56600 - Tires & Transportation,200.1 - Transportation - 11310,5317 - Trailer 5317,,,Runoff Tire,ETA Inv#6891 & W.O#3938.pdf (https://secure.spendwise.com/attachments/HXqgkUcxlukTDQHqEMFscHWKUq),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6891,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5317-RO-116284,,,,2,Tires / Transportation,Tires / Transportation,1,Mounts & Dismounts,25,No,25,,25,None,1,25,56600 - Tires & Transportation,200.1 - Transportation - 11310,5317 - Trailer 5317,,,Runoff Tire,ETA Inv#6891 & W.O#3938.pdf (https://secure.spendwise.com/attachments/HXqgkUcxlukTDQHqEMFscHWKUq),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6891,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5317-RO-116284,,,,3,Tires / Transportation,Tires / Transportation,1,Parts,6.95,Yes,6.95,0.538625,7.488625,None,1,7.488625,56600 - Tires & Transportation,200.1 - Transportation - 11310,5317 - Trailer 5317,,,Runoff Tire,ETA Inv#6891 & W.O#3938.pdf (https://secure.spendwise.com/attachments/HXqgkUcxlukTDQHqEMFscHWKUq),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6891,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5317-RO-116284,,,,4,Tires / Transportation,Tires / Transportation,1,Parts,2.95,Yes,2.95,0.228625,3.178625,None,1,3.178625,56600 - Tires & Transportation,200.1 - Transportation - 11310,5317 - Trailer 5317,,,Runoff Tire,ETA Inv#6891 & W.O#3938.pdf (https://secure.spendwise.com/attachments/HXqgkUcxlukTDQHqEMFscHWKUq),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6890,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,TTB-14-RO-116278,,,,1,Tires / Transportation,Tires / Transportation,2,Labor - Hours,65,No,130,,130,None,1,130,56600 - Tires & Transportation,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,,Runoff Tire,ETA Inv#6890 & W.O#3937.pdf (https://secure.spendwise.com/attachments/qzUCVFNfSoNxKhjVWsZwyhAuZL),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6890,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,TTB-14-RO-116278,,,,2,Tires / Transportation,Tires / Transportation,1,Mounts & Dismounts,25,No,25,,25,None,1,25,56600 - Tires & Transportation,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,,Runoff Tire,ETA Inv#6890 & W.O#3937.pdf (https://secure.spendwise.com/attachments/qzUCVFNfSoNxKhjVWsZwyhAuZL),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6890,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,TTB-14-RO-116278,,,,3,Tires / Transportation,Tires / Transportation,1,Parts,6.95,Yes,6.95,0.538625,7.488625,None,1,7.488625,56600 - Tires & Transportation,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,,Runoff Tire,ETA Inv#6890 & W.O#3937.pdf (https://secure.spendwise.com/attachments/qzUCVFNfSoNxKhjVWsZwyhAuZL),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6890,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,TTB-14-RO-116278,,,,4,Tires / Transportation,Tires / Transportation,1,Parts,25,No,25,,25,None,1,25,56600 - Tires & Transportation,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,,Runoff Tire,ETA Inv#6890 & W.O#3937.pdf (https://secure.spendwise.com/attachments/qzUCVFNfSoNxKhjVWsZwyhAuZL),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6890,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,TTB-14-RO-116278,,,,5,Tires / Transportation,Tires / Transportation,1,Parts,7.95,Yes,7.95,0.616125,8.566125,None,1,8.566125,56600 - Tires & Transportation,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,,Runoff Tire,ETA Inv#6890 & W.O#3937.pdf (https://secure.spendwise.com/attachments/qzUCVFNfSoNxKhjVWsZwyhAuZL),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
6890,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,TTB-14-RO-116278,,,,6,Tires / Transportation,Tires / Transportation,1,Parts,2.95,Yes,2.95,0.228625,3.178625,None,1,3.178625,56600 - Tires & Transportation,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,,Runoff Tire,ETA Inv#6890 & W.O#3937.pdf (https://secure.spendwise.com/attachments/qzUCVFNfSoNxKhjVWsZwyhAuZL),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Robert Ortega,8/30/2022
4128890735,8/19/2022,Cintas,Cintas,Net 30,9/18/2022,Accounts Payable Accounts Payable,9278,,,,1,Laundry and Uniform,Laundry and Uniform,1,Misc. Purchase & Service,802.55,Yes,802.55,0,802.55,None,1,802.55,53300 - Laundry and Uniform,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Cintas Inv# 4128890735.PDF (https://secure.spendwise.com/attachments/UnRdcDsDWCKqpYBVRKttZezzuv),Carlos Garcia (08/31/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Accounts Payable Accounts Payable,8/31/2022
4128875247,8/19/2022,Cintas,Cintas,Net 30,9/18/2022,Accounts Payable Accounts Payable,11937,,,,1,Laundry and Uniform,Laundry and Uniform,1,Misc. Purchase & Service,112.49,Yes,112.49,0,112.49,None,1,112.49,53300 - Laundry and Uniform,100.2 - Warehouse & Log - 14041,11937 - Westset - 11937 Woodruff Ave. - Downey,,,,Cintas 4128875247.pdf (https://secure.spendwise.com/attachments/xSxMyCIgUUZVRUvLqESpdLMRRZ); Cintas Inv #4128875247.PDF (https://secure.spendwise.com/attachments/TkvhYSGOQuCsFuVPbcIWimthct),Henry Valdez (09/15/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Henry Valdez,9/15/2022
3500,8/19/2022,Secure Commercial Pest Control,Secure Commercial Pest Control,Net 15,9/3/2022,Accounts Payable Accounts Payable,11937,,,,1,"Improve, Maint & Repairs","Improve, Maintenance & Repairs",1,Misc. Purchase & Service,344.5,Yes,344.5,0,344.5,None,1,344.5,"64800 - Improve, Maint & Repairs",100.2 - Warehouse & Log - 14041,11937 - Westset - 11937 Woodruff Ave. - Downey,,,,Secure Commercial Pest Control Inv# 3500 Downey  08-19-22.pdf (https://secure.spendwise.com/attachments/QYGWBAjsldRBljfiPjKtNXJgnw); Secure Commercial Pest Control 3500 Downey.pdf (https://secure.spendwise.com/attachments/OtSyJufNivmNJrqztrSGWMATju),Henry Valdez (09/15/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Accounts Payable Accounts Payable,9/15/2022
152870058,8/19/2022,Uline,Uline,Net 30,9/18/2022,Accounts Payable Accounts Payable,,,,,1,Materials & Supplies,Materials & Supplies,1,Materials & Supplies,1025,Yes,1025,97.375,1122.375,None,1,1122.375,67110-1 - Materials & Supplies - Company,100.2 - Warehouse & Log - 14041,16107 - Location - 16107 Commerce Way - Cerritos,,,,Uline Inv # 152870058.pdf (https://secure.spendwise.com/attachments/rdiAjSqVeSZsgyleioUDMayndE),Frank Guzman (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Accounts Payable Accounts Payable,8/29/2022
6889,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5359-RO-116257,,,,1,Tires / Transportation,Tires / Transportation,2,Labor - Hours,65,No,130,,130,None,1,130,56600 - Tires & Transportation,200.1 - Transportation - 11310,5359 - Trailer 5359,,,Recap Tires (T-4100) ,ETA Inv#6889 & W.O#3936 08-19-22.pdf (https://secure.spendwise.com/attachments/yMbRSzkcVRrqLXzEPTJMGBLVtl),Robert Ortega (08/29/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Robert Ortega,8/29/2022
6889,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5359-RO-116257,,,,2,Tires / Transportation,Tires / Transportation,4,Mounts & Dismounts,25,No,100,,100,None,1,100,56600 - Tires & Transportation,200.1 - Transportation - 11310,5359 - Trailer 5359,,,Recap Tires (T-4100) ,ETA Inv#6889 & W.O#3936 08-19-22.pdf (https://secure.spendwise.com/attachments/yMbRSzkcVRrqLXzEPTJMGBLVtl),Robert Ortega (08/29/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Robert Ortega,8/29/2022
6889,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5359-RO-116257,,,,3,Tires / Transportation,Tires / Transportation,4,Parts,6.95,Yes,27.8,2.1545,29.9545,None,1,29.9545,56600 - Tires & Transportation,200.1 - Transportation - 11310,5359 - Trailer 5359,,,Recap Tires (T-4100) ,ETA Inv#6889 & W.O#3936 08-19-22.pdf (https://secure.spendwise.com/attachments/yMbRSzkcVRrqLXzEPTJMGBLVtl),Robert Ortega (08/29/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Robert Ortega,8/29/2022
6889,8/19/2022,ETA Tire Service,ETA Tire Service,Net 30,9/18/2022,Accounts Payable Accounts Payable,5359-RO-116257,,,,4,Tires / Transportation,Tires / Transportation,4,Parts,2.95,Yes,11.8,0.9145,12.7145,None,1,12.7145,56600 - Tires & Transportation,200.1 - Transportation - 11310,5359 - Trailer 5359,,,Recap Tires (T-4100) ,ETA Inv#6889 & W.O#3936 08-19-22.pdf (https://secure.spendwise.com/attachments/yMbRSzkcVRrqLXzEPTJMGBLVtl),Robert Ortega (08/29/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Robert Ortega,8/29/2022
2847,8/19/2022,C & C PALLETS,C & C PALLETS,Due on receipt,8/19/2022,Accounts Payable Accounts Payable,11937,,,,1,Materials & Supplies,Materials & Supplies,75,Plts,12.5,Yes,937.5,0,937.5,None,1,937.5,67110-1 - Materials & Supplies - Company,100.2 - Warehouse & Log - 14041,11937 - Westset - 11937 Woodruff Ave. - Downey,,,,C&C Pallets.pdf (https://secure.spendwise.com/attachments/ynujGrmYpyOdczGHflqFhjFFxk); C&C Pallet INV# 2847.pdf (https://secure.spendwise.com/attachments/AfIOfhHkVvhlFbqJYSqCuHnvpO),Henry Valdez (09/15/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Henry Valdez,9/15/2022
2847,8/19/2022,C & C PALLETS,C & C PALLETS,Due on receipt,8/19/2022,Accounts Payable Accounts Payable,11937,,,,2,Materials & Supplies,Materials & Supplies,25,Plts,16.5,Yes,412.5,0,412.5,None,1,412.5,67110-1 - Materials & Supplies - Company,100.2 - Warehouse & Log - 14041,11937 - Westset - 11937 Woodruff Ave. - Downey,,,,C&C Pallets.pdf (https://secure.spendwise.com/attachments/ynujGrmYpyOdczGHflqFhjFFxk); C&C Pallet INV# 2847.pdf (https://secure.spendwise.com/attachments/AfIOfhHkVvhlFbqJYSqCuHnvpO),Henry Valdez (09/15/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Henry Valdez,9/15/2022
August-081822,8/18/2022,Pitney Bowes - Purchase Power,Pitney Bowes - Purchase Power,Net 30,9/17/2022,Accounts Payable Accounts Payable,8000-9000-0466-9143,,,,1,Office Expense,Office Expense,1,Misc. Purchase & Service,1068.56,Yes,1068.56,0,1068.56,None,1,1068.56,63700 - Office Expense,100.2 - Warehouse & Log - 14041,210 - Location - 210 E. Lambert Road,,,,"Pitney Bowes - 8000-9000-0466-9143 -  # Aug 18, 2022.pdf (https://secure.spendwise.com/attachments/igxAYgJmObjpsMelEiUsUDuTyE); Pitney Bowes - 8000-9000-0466-9143 -  # Aug 18, 2022 - ACH PMT - 09-08-2022.pdf (https://secure.spendwise.com/attachments/QtccCIkkhXWwfaFcXenVPrzGZX)",,Saved,none,Not transferred,Accounts Payable Accounts Payable,9/20/2022,Accounts Payable Accounts Payable,9/20/2022
SPINV-018482,8/18/2022,Southwest Toyota Lift,Southwest Toyota Lift,,8/18/2022,Accounts Payable Accounts Payable,CG-9278-51520-B15,,,,1,Forklift Repair,Forklift Repair,1,Parts,423.45,Yes,423.45,32.817375,456.267375,None,1,456.267375,51520 - Forklift - Repair,200.1 - Transportation - 11310,13896 - Forklift - B15 - Sitdown,,,Unexpected Repair: ,Southwest Toyota - Invoice # SPINV-018482 - 08-18-22.pdf (https://secure.spendwise.com/attachments/MIDUvuFNMOdQdidTSoecMKCPIn),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/13/2022,Carlos Garcia,9/22/2022
SPINV-019760,8/18/2022,Southwest Toyota Lift,Southwest Toyota Lift,Net 30,9/17/2022,Accounts Payable Accounts Payable,LS210-21522-57600,,,,1,Forklift Repair,Forklift Repair,1,Misc. Purchase & Service,1366,Yes,1366,105.865,1471.865,None,1,1471.865,57600 - Vehicle Rental / Transportation,100.2 - Warehouse & Log - 14041,210 - Location - 210 E. Lambert Road,,,,Southwest Toyota - Invoice # SPINV-019760 - 08-18-22.pdf (https://secure.spendwise.com/attachments/VoRAUXPiozzYqTbCUINSvhWpYv),Luis Serrano (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/1/2022
452129,8/18/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/17/2022,Accounts Payable Accounts Payable,11937,,,,1,Fuel-Propane,Fuel-Propane,42,gal,1.79,Yes,75.18,7.518,82.698,None,1,82.698,51920 - Fuel / Propane,100.2 - Warehouse & Log - 14041,11937 - Westset - 11937 Woodruff Ave. - Downey,,,,Globe 452129.pdf (https://secure.spendwise.com/attachments/BonyLOwiOKORrgKdIjnrYIPtcF); Globe Gas - Invoice # 452129 - 08-18-22.pdf (https://secure.spendwise.com/attachments/dJPMBDCmTuGgbdipVVJLtGwkxP),Henry Valdez (09/15/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Henry Valdez,9/15/2022
452129,8/18/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/17/2022,Accounts Payable Accounts Payable,11937,,,,2,Fuel-Propane,Fuel-Propane,1,Fees,8.49,Yes,8.49,0.849,9.339,None,1,9.339,51920 - Fuel / Propane,100.2 - Warehouse & Log - 14041,11937 - Westset - 11937 Woodruff Ave. - Downey,,,,Globe 452129.pdf (https://secure.spendwise.com/attachments/BonyLOwiOKORrgKdIjnrYIPtcF); Globe Gas - Invoice # 452129 - 08-18-22.pdf (https://secure.spendwise.com/attachments/dJPMBDCmTuGgbdipVVJLtGwkxP),Henry Valdez (09/15/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Henry Valdez,9/15/2022
20221869,8/18/2022,Carrier Logistics,Carrier Logistics,Net 30,9/17/2022,Accounts Payable Accounts Payable,9278,,,,1,Computer - Copier Expense,Computer - Copier Expense,1,Misc. Purchase & Service,125.4,Yes,125.4,0,125.4,None,1,125.4,51210 - Computer Data & Software - CLI,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,CLI - Invoice # 20221869 - 08-18-22.pdf (https://secure.spendwise.com/attachments/lCGdJqfofIwHeLDKKSWCzebQYh),,Saved,none,Not transferred,Accounts Payable Accounts Payable,8/30/2022,Accounts Payable Accounts Payable,8/30/2022
U026163,8/18/2022,United Lift Gate & Trailer Repair Corp.,United Lift Gate & Trailer Repair Corp.,Net 30,9/17/2022,Accounts Payable Accounts Payable,4820-RO-116269,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,280,No,280,,280,None,1,280,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,4820 - Trailer-4820,,," Replace one leaking air bag on front L.side, Replace the bad emergency glad hand",United Lift - Invoice # U026163 - 08-18-22.pdf (https://secure.spendwise.com/attachments/cURZNcVGFGkNBnWaYXSkpzYwae),Robert Ortega (08/30/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/29/2022,Robert Ortega,8/30/2022
